lei,name
5493009D2COWW65B8673,NORTHROP GRUMMAN Federal Credit Union
549300RBJCM5B02O5U05,Northwest Bank
549300CTZWA68906Q837,NORTHWEST COMMUNITY
549300KDR80I1ELW8D36,"Northwest Farm Credit Services, FLCA"
549300OSZK2W0WJYS771,Northwest Federal Credit Union
254900IHSG9OOX0DZH92,NorthWest Plus Credit Union
254900DNPJINSUKFZ002,Notre Dame Federal Credit Union Corporation
549300HIVO8XPBPNVG69,NOVA FINANCIAL & INVESTMENT CORPORATION
2549004Z576VEJBK3N72,"NP, Inc."
549300N52O6FKUCU5G62,NUMERICA CREDIT UNION
549300XUMML1SMLTVQ62,NUTMEG STATE FINANCIAL
549300F6NSBOJBM9ED39,NuVision Federal Credit Union
549300MRNL011DYRV285,NW PRIORITY CREDIT UNION
549300ML3H1LUVR1FP75,O BEE
549300ZX4OGRPOOEH505,Oakstar Bank
549300KX4S1573HISS22,OAKTREE FUNDING CORP.
5493004R423PBPM6A173,OCEANSIDE MORTGAGE COMPANY
549300J7I82PNDVU8H22,"OCMBC, INC."
549300AT7EB9FJAF0E61,Old National Bank
2549008GIE3QVYB2FT28,Olympia Federal Savings & Loan Association
549300SVKVT1EF3U0N48,"ON Q FINANCIAL, INC."
549300PMVNBERP6TB157,ONE NEVADA CREDIT UNION
549300EHC6INE5XY6I44,"ONE REVERSE MORTGAGE, LLC"
2549008LK3474E9U2888,OnPoint Community Credit Union
549300R4F5COFJE0DN81,"ONY GLO, INC."
549300CR5XDK0TP7I727,"OPEN MORTGAGE, LLC"
254900MHHOS58M9D0445,Operating Engineers Local Union #3
5493007ZF78YQRSXQG49,Opportunity Bank of Montana
5493002PJJERLWZ9O392,Opus Bank
254900Z8J5L9POS71X51,Oregon State Credit Union
549300E34W6TNRG7B624,OREGONIANS CREDIT UNION
D8RBTOL3JO2Q6IEO0F34,Origin Bank
254900U2ZPLWQTSD3158,Orion Federal Credit Union
549300JGMQJ4R419LR70,"ORIX REAL ESTATE CAPITAL, LLC"
54930060KLIQD8MMSB55,Orrstown Bank
98450064457HF042AA24,Pacific Equity and loan LLC
2549007IU6SKFLLNKZ07,Pacific Lending LLC
254900HD4RROQDXNWI45,Pacific NW Federal Credit Union
549300NTH6N72ZZNX948,Pacific Premier Bank
549300TUQC6OYE8A0Y96,"PACIFIC RESIDENTIAL MORTGAGE, LLC"
549300FVD3YHE65PKH97,"PANORAMA MORTGAGE GROUP, LLC"
549300KW3HYVC06WS898,Paramount Bank
254900ZFWS2106HWPH46,"Paramount Residential Mortgage Group, Inc."
5493009DTDMV4MI5MT96,"PARKSIDE LENDING, LLC"
549300TEBV514KLDE180,PENINSULA COMMUNITY
RVDPPPGHCGZ40J4VQ731,"PENNYMAC LOAN SERVICES, LLC"
5493008GYZEYGLI3NQ97,PENRITH HOME LOANS LLC
549300FX7K8PTEQUU487,PENTAGON FEDERAL CREDIT UNION
549300HVPIN7YD1REF28,People's Bank of Commerce
254900MRUZFHXLEPLR52,People's Community Federal Credit Union
5493001VH4ZJNSI25781,Peoples Bank
54930032OCUOR526IR93,Peoples Bank
I70W3N0Z6KOX8FYIH023,Peoples Bank
549300IYKILIU506KA05,PeoplesBank
549300HPJZBSYILQTY06,PERFORMANCE MORTGAGE LLC
PAOOWF3GUFM46FBSP561,PHH Mortgage Corporation
549300CDOC4F7XSRG390,Pinnacle Bank
549300KJ8PAJ7E52HG32,Plains Commerce Bank
549300OBLIP1F3NM5751,PlainsCapital Bank
54930021WPEXNHYZUL09,"PLANET HOME LENDING, LLC"
254900D8UVDBN0LNLV64,Platinum Home Mortgage Corporation
549300JYXTZDSPJEPI44,"PLAZA HOME MORTGAGE, INC."
549300EHWBP6UP4Y8J37,"PLUS RELOCATION MORTGAGE, LLC"
AD6GFRVSDT01YPT1CS68,"PNC Bank, National Association"
25490045AQF6IJKP4394,Point West Credit Union
549300E0WPRCJMXMUM09,Popular Bank
254900LX8DA8FRHUUD51,Potlatch No. 1 Financial Credit Union
5493007K6HGI9G0ECX16,Preferred Bank
549300ISCZS1R0CJMO47,"PREMIA MORTGAGE, LLC"
5493001SDQVS1NWYH012,"PREMIER LENDING, INC."
549300B4IYL7TZT8FA34,"PREMIER MORTGAGE RESOURCES, L.L.C."
54930078TNN7GKZ7NU89,"Presidential Bank, FSB"
54930052M48FOD3CWA54,"PRIMARY RESIDENTIAL MORTGAGE, INC."
549300121SF0K2LN2804,"PRIMELENDING, A PLAINSCAPITAL COMPANY"
549300XHPPLC0TBRV021,"PRIORITY HOME LENDING, LLC"
549300SI3EZ7U02L5E39,PROPONENT Federal Credit Union
5493005PKOSG7MYX0B34,"Prosperity Home Mortgage, LLC"
54930043BMDE130FJ617,"PROVIDENT FUNDING ASSOCIATES, L.P."
549300RDGRWJXEQOEC49,"PRUDENTIAL MULTIFAMILY MORTGAGE, LLC"
5493008KVNSBXMICV874,"PS FUNDING, INC."
5493004WMLN60ZJ2ON46,PULTE MORTGAGE LLC
549300U7UH8QCS8WQ406,PURDUE FEDERAL CREDIT UNION
254900QPRPHIXEAX3L37,Qualstar Credit Union
254900C2QXQ435D8TY78,Queensborough National Bank & Trust Company
549300FGXN1K3HLB1R50,"QUICKEN LOANS, LLC"
2549004XJQQPBYQSMT39,Quontic Bank
549300Q50XCC0473FG63,QUORUM FEDERAL CREDIT UNION
549300X72Q5WKCW2QQ95,R M K FINANCIAL CORP.
5493004T38NMC864VL66,"RAIN CITY CAPITAL, LLC"
549300LU6Y2TXG48QY48,RANDOLPH-BROOKS
549300W1HU6IVVIEJ389,"RANLIFE, INC."
ZXMJHJK466PBZTM5F379,"Raymond James Bank, National Association"
5493001JT9MT3Z3Y3M39,"RBC Bank, (Georgia) National Association"
254900JXCS783CPF1D02,"RCN Capital, LLC"
549300L8ZRL1FNUUOA59,"READYCAP COMMERCIAL, LLC"
54930007KK7ZS3IJVC25,RED CANOE CREDIT UNION
549300FHY2PHOAHAXW92,"Redfin Mortgage, LLC"
549300F6Y1YO2YXN6135,REDWOOD RESIDENTIAL ACQUISITION CORPORATION
EQTWLK1G7ODGC2MGLV11,Regions Bank
549300YW2UBCMDRMBT48,"RELIANCE FIRST CAPITAL, LLC"
549300AOG9F040P5KW70,Reliant Bank
5493002RF1ERFA2XR050,Renasant Bank
X6T32LKEPUT8LQMW6755,Republic Bank & Trust Company
549300XCVBRR56D08F03,RESIDENTIAL BANCORP.
549300SCFWZXMDMZPE93,"RESIDENTIAL MORTGAGE, LLC"
549300MUXFVZKH4XLG17,"RESIDENTIAL WHOLESALE MORTGAGE, INC."
5493001FXF3J5C0QWQ87,REVERSE MORTGAGE FUNDING LLC
549300QHPJ9CLOLCVE82,RiverHills Bank
254900T37KTTXKCK3416,Rivermark Community Credit Union
549300JPVHG8M0ADBX36,Riverview Community Bank
549300GHJNYLYN726391,Rock Canyon Bank
549300HH0V8LECLNPQ26,ROGUE
5493000IIYWBLONJVJ30,ROUNDPOINT MORTGAGE SERVICING CORPORATION
5493003B20KZ3DEZGB43,Royal Business Bank
549300UG7QXKM7KGV847,ROYAL UNITED MORTGAGE LLC
549300GSCUJKJINRJ980,"RUOFF MORTGAGE COMPANY, INC."
MCXHCL35UUWDZK7NCQ61,S&T Bank
2549004FXPNKCLIN8250,"S1L, Inc."
5493000BAKE4VAHVCU55,SALAL
5493009HUMWCHFRDKF12,SAMMAMISH MORTGAGE COMPANY
TR24TWEY5RVRQV65HD49,"Santander Bank, N.A."
5493001P38O8QXGI6503,SEA WEST COAST GUARD FEDERAL CREDIT UNION
549300X01FL2VJJGCI54,Seattle Bank
5493007QERYQSQ3QNH02,Seattle Metropolitan Credit Union
2549003K48UGTWEK6O31,Secured Investment Corp.
5493008N1D96CHCTQC27,SECURITY SERVICE
549300VQUTI5IU7GXT57,SECURITYNATIONAL MORTGAGE COMPANY
5493003WLEYGXGNTI654,SELCO COMMUNITY
549300KT5OWPGQKWUN86,"Semper Home Loans, Inc."
254900P7WLDQD9IUL038,Service Federal Credit Union
549300VTMXH07KUIB722,SERVICE FIRST FEDERAL CREDIT UNION
549300DRA4BDXW23LD45,"Servion, Inc."
549300KRHOMDHAKS8L29,SHARONVIEW FEDERAL CREDIT UNION
254900R9A6TW85BTVS20,Shea Mortgage Inc.
549300PTX8QF0BPQ5U19,"SHELTER MORTGAGE COMPANY, L.L.C."
254900TTZ395IC926125,"Sierra Pacific Mortgage Company, Inc."
549300SQKZC6HESYGO25,Signature Federal Credit Union
0K2D5AK28E3O5CC06E35,Silicon Valley Bank
549300038578ZJ284Y20,"SILVER HILL FUNDING, LLC"
549300DPRWSBUY619V27,Simmons Bank
549300KQHWNSVCE2MY88,"SIRVA MORTGAGE, INC."
549300QV3GEYMP1WSO93,"SIWELL, INC."
549300V3N91EH05UWL23,SKYONE Federal Credit Union
549300SXISSKGPHW5702,SOFI LENDING CORP.
549300ILXET2VTO1HD84,"SOFI MORTGAGE, LLC"
549300GGB04TG4AH1377,Solarity Credit Union
54930021QRU8VXNS6152,SOUND
549300U8DCOOTG96YM89,Sound Community Bank
8I3UVGYULPJQIP7FQV10,"South State Bank, National Association"
549300DQLGJ1YQRRHH73,Southwest Airlines Federal Credit Union
549300249G20MDIDRR27,"SOUTHWEST STAGE FUNDING, LLC"
549300BFJ8COFCPOMU05,SOVEREIGN LENDING GROUP INCORPORATED
549300QSUEE20YO86W39,Specialized Loan Servicing Llc
5493000OOREHUZON5E13,SPOKANE FIREFIGHTERS CREDIT UNION
549300TUSRLWD8ETNR90,SPOKANE TEACHERS
549300PIL8LFAQ04XC20,"SPRING EQ, LLC"
5493007IES1RWVUDDU23,Springfield First Community Bank
549300OEXPP23JR0L272,SRE MORTGAGE ALLIANCE INC.
549300R0QZYJMOBCNI97,ST FIN CORP
5493009Y8ROUG903AQ21,STANFORD Federal Credit Union
5493004F7BXDIUFVPV87,STAR ONE CREDIT UNION
549300C4RD3C53QCM649,"STARBOARD FINANCIAL MANAGEMENT, LLC"
254900EZRN0CBEP77K34,State Department Federal Credit Union
549300ZUZB0H1M5M3I66,"State Farm Bank, F.S.B."
549300YOESI1GLKRL151,"STEARNS LENDING, LLC"
549300ZEHLZ064G58146,"Sterling Bank and Trust, FSB"
CKVBED0S4DMLKJJ5XH28,Stifel Bank and Trust
254900O28OG3UMHXQY81,"Strong Home Mortgage, LLC"
254900NTAC4H10MGSU23,Summit Credit Union
5493008VVXQIDO1EZ460,"SUMMIT FUNDING, INC."
5493001YIUWLFRXQUO81,Summit Mortgage Corporation
549300O2EZG72LO2FX38,SUMMIT MORTGAGE CORPORATION
549300SK2GVCQXPD4S58,"SUN WEST MORTGAGE COMPANY, INC."
2549008TT6UNYR7AXF54,"Sunflower Bank, National Association"
549300HWDY3N8UVJO697,"Sunrise Banks, National Association"
5493008BSTI0PQR0IL08,SUPERIOR CHOICE
5493008ICL5D7TS4CI35,"SUPERIOR FINANCIAL SOLUTIONS, LLC"
549300DMYENRV818D594,SWBC MORTGAGE CORPORATION
549300GTVXJ2PGXNLM73,T2 FINANCIAL LLC
549300VZDEK4QLTWSL15,TAPCO Credit Union
5493009BD405QQTMXO12,TBI MORTGAGE COMPANY
549300GJGUHNTC6JI536,TCF National Bank
549300R8VPSFM828B312,TEACHERS
549300SXT4VBB68QCC26,TEACHERS CREDIT UNION
5493007VGBHF6SRXRR53,TECHNOLOGY
549300RYTR2RVL4SFJ90,"TEMPLE VIEW CAPITAL FUNDING, LP"
549300RM1IZYGQDSNL85,"Texana Bank, National Association"
549300GY97XGRF7XZO52,TEXANS
549300XFFRJX2835SG22,Texas Bank Financial
38PG5GG0OEQK4QMSKE59,"Texas Capital Bank, National Association"
549300ZYK1Z0EK2JC967,The Bank of Commerce
549300UF3FPC7U6RFC59,The Central Trust Bank
5493008P6YO2KM3EO556,The Dart Bank
549300BX448ALT10FI43,The Federal Savings Bank
549300RP3DLR09NF6157,The First National Bank of Middle Tennessee
549300DL7AWRPX6NXO12,The First National Bank of Ottawa
549300ZJIC4LOLZH0M42,THE GOLDEN 1
2WHM8VNJH63UN14OL754,The Huntington National Bank
254900DTLHVWQ7NP7R34,"The Loan Store, Inc."
549300JOT0D4J0SZIK67,THE MONEY SOURCE INC.
549300NB6LOZ96BDSU42,THE MORTGAGE COMPANY
6PTKHDJ8HDUF78PFWH30,The Northern Trust Company
549300CEHN5CVC6INV48,The Park National Bank
549300HWFLUA8V78OT27,The Peoples Community Bank
254900BDGU9FU91PQA51,The Union Bank Company
5493008CPTDVOS570626,Third Federal Savings and Loan Association of Cleveland
549300TM179TSKK3HQ94,"THRIVE MORTGAGE, LLC"
549300WW4OBT30G5DK23,THRIVENT Federal Credit Union
5Z1UQ1CWY0DQ3KJWDQ07,"TIAA, FSB"
549300KW705BBINDIZ26,"TIB The Independent Bankersbank, National Association"
254900MKY47WU65N1J56,Timberland Bank
54930021DZJ9CEN11D61,"TJC Mortgage, Inc."
549300YDBNK66R6ZES34,TOGETHER CREDIT UNION
54930030Z1JWTP3SVD16,"TOP FLITE FINANCIAL, INC."
549300VJQJVZKJBDWS17,"TOTAL MORTGAGE SERVICES, LLC"
54930080168VA6Z8UX21,TOWER
549300R7HGHP2I754087,TOWNE MORTGAGE COMPANY
5493008SP1FN4D81IS17,Toyota Financial Savings Bank
254900J67JRUY8SSE075,Tradition Capital Bank
549300CB67L6KPJLHE19,"TRIAD FINANCIAL SERVICES, INC."
54930004MLYQ2HKUPN66,"TRISTAR FINANCE, INC."
549300TTP68WVF1GME12,Triumph Bank
549300QWJ0FR6RCHNK90,TRUE NORTH FEDERAL CREDIT UNION
5493002YXAOJOQPEGS38,"TruHome Solutions, LLC"
JJKC32MCHWDI71265Z06,Truist Bank
549300Q1YFRSB8UEGH03,Truity Federal Credit Union
549300XYLNCM8KWF7B15,TRUWEST Credit Union
549300UBGGLZLZEY0M18,TWINSTAR
549300OBJRCHJ0G6XU24,U S WIDE FINANCIAL LLC
6BYL5QZYBDK8S7L73M02,U.S. Bank National Association
549300GWD9H4FQ2VR805,UBS Bank USA
549300BXWU32AYWT1A56,UIF CORPORATION
254900LNRKOG7TRURB32,Ukrainian Federal Credit Union
254900Y4QCRHFQOGEU34,Ukrainian Selfreliance Federal Credit Union
VNOO6EITDJ2YUEBMSZ83,"UMB Bank, National Association"
IFQSIUC9AGQV2NE8CN25,Umpqua Bank
549300FWYXJ79KO49290,UNIFY FINANCIAL Credit Union
R6KJ2D7C3UT8OVTWHS39,Union Bank and Trust Company
549300RPOGWJRH63HS39,UNION HOME MORTGAGE CORP.
549300HFBEONQN2CK447,Union Savings Bank
549300PKEQ3Q9S0IXW76,UNITED
549300MKOZ81ZWTNKB12,United Bank
5493005ICQ3QGEIWV618,UNITED MORTGAGE CORP.
549300HCNXMTNGIMAR91,United Nations Federal Credit Union
549300D7GVUYHQEDEE56,UNITED SECURITY FINANCIAL CORP
549300TULDV69V2XKY60,United States Senate Federal Credit Union
549300HW662MN1WU8550,"UNITED WHOLESALE MORTGAGE, LLC"
2549001IK7UDPADKAG34,Unitus Community Credit Union
5493000OIGWIS24A1547,UNIVERSAL LENDING CORPORATION
549300G5ZQEXZC4Y5G44,UNIVERSITY CREDIT UNION
549300TYKYOVQFBZBV90,"UNIVERSITY OF VIRGINIA COMMUNITY CREDIT UNION,INC."
254900CN1DD55MJDFH69,University of Wisconsin Credit Union
54930039IUN6515TBG78,US MORTGAGE CORPORATION
C5654JQHZUHN0772B561,USAA Federal Savings Bank
2549009OWTY7KVB18G12,USAGENCIES
254900NZOY3XB2DNSZ34,USAlliance Federal Credit Union
549300BOLK89ZL7BNX85,UTAH COMMUNITY
549300TTK5T7CZ3UJ084,Utah Power
549300PC4MFWQBNVKG88,"V.I.P. MORTGAGE, INC."
549300XQ7B5FIVUNFE29,VAN DYK MORTGAGE CORPORATION
5493000YNV8IX4VD3X12,"VANDERBILT MORTGAGE AND FINANCE, INC."
549300TA4MQM8WN2XG31,"VELOCITY COMMERCIAL CAPITAL, LLC"
549300UVOSI4XZZGUE14,"VERITAS FUNDING, LLC"
549300XHF3PMRO08N352,VERITY
549300Y7G2MW6V1OR474,"Victorian Finance, LLC"
549300VCMRO4ST680C11,VILLAGE CAPITAL & INVESTMENT LLC
5493006O6Q2F0MR0ZM22,Visio Financial Services Inc.
5493007VDE1SMI6Z0Q04,"VISION ONE MORTGAGE, INC."
254900YA1AQXNM8QVZ06,"WALKER & DUNLOP, LLC"
549300FWQNRPTKXB8G79,"Wallick & Volk, Inc."
2549008CBS11KBKU4Z95,Wasatch Peaks Federal Credit Union
D38AC76TAMYI50NBPX33,"Washington Federal Bank, National Association"
5493000FWM3I2HHQY149,WASHINGTON STATE EMPLOYEES Credit Union
549300P2GEYNMH5OQA71,Washington Trust Bank
2549005Q4HZ55QX7YC64,"Watermark Capital, Inc."
549300GRGZDEH4ZGQS06,Waterstone Mortgage Corporation
549300LVO8UXHRM8O957,Wauna Federal Credit Union
KB1H1DSPRFMYMCUFXT09,"Wells Fargo Bank, National Association"
549300C232ZWY1I57C16,WESCOM CENTRAL CREDIT UNION
549300QLO8TSQW5JTK72,West Gate Bank
5493009ZQ1VZ1HZCL108,West Town Bank & Trust
549300YVM8B4UQC5DK40,WESTCOAST MORTGAGE GROUP AND REALTY COMPANY
549300LTT1PNSPD2JT50,WESTERN EXPRESS LENDING
5493005DYVXTSXZPZF85,WESTSTAR MORTGAGE CORPORATION
549300JBTQ88S1XGQG53,"WESTWOOD MORTGAGE, INC."
5493003Q3L1PO9NBVK64,WHATCOM EDUCATIONAL CREDIT UNION
549300YD9NNO7W7TSI64,Wheatland Bank
549300GS6ONO04ORI292,Willamette Valley Bank
5493005DKMV1IHIM8E20,"Wilmington Savings Fund Society, FSB"
549300HVW3AI97UKTO72,WINGS FINANCIAL
25490099UNYWX2PZ4J91,"WNB Financial, N.A."
5493005XMJQ1GSXUGT67,"Wolfe Financial, Inc"
5493001FKX0BM8GN6P73,Woori America Bank
549300N1YEXP02MHBR47,"WRIGHT-PATT CREDIT UNION, INC."
549300TTPRGSP8DGY569,WRIGHT PATMAN CONGRESSIONAL FEDERAL CREDIT UNION
549300UVXY7S004OQL53,"Wyndham Capital Mortgage, Inc."
549300RMFYMDOOF4BO45,XCEED FINANCIAL
5493005JXQCVNMUHBR38,Yakima Federal Savings and Loan Association
549300WIBPMHJJ84YQ06,York Traditions Bank
549300370QILXLFUWD20,"ZILLOW HOME LOANS, LLC"
8WH0EE09O9V05QJZ3V89,"Zions Bancorporation, N.A."
